Student_ID,Age,Study_Hours,Attendance,Assignments,Marks
2732,22,5.6,70.9,3.0,47.7
2733,24,5.9,78.0,8.0,55.9
2734,23,3.3,86.1,9.0,95.2
2735,23,7.9,94.2,4.0,96.8
2736,22,7.8,71.5,5.0,69.0
2737,23,6.3,67.3,6.0,62.5
2738,21,2.9,75.2,8.0,57.0
2739,18,1.9,95.8,3.0,69.9
2740,19,1.6,60.4,6.0,96.1
2741,18,6.3,87.1,5.0,49.0
2742,24,8.4,79.1,8.0,65.2
2743,19,8.7,66.4,,94.7
2744,19,5.2,72.8,5.0,60.9
2745,18,8.1,69.0,8.0,86.1
2746,22,9.5,95.1,8.0,63.4
2747,19,3.5,79.3,5.0,88.3
2748,18,4.6,82.5,5.0,98.9
2749,19,9.4,83.7,6.0,63.3
2750,20,4.0,85.6,3.0,90.7
2751,22,9.2,79.8,5.0,99.3
2752,21,9.8,60.7,7.0,99.0
2753,19,7.0,73.4,10.0,66.0
2754,20,8.4,67.4,3.0,69.1
2755,21,7.7,87.2,7.0,58.2
2756,21,7.3,62.3,6.0,58.8
2757,24,3.8,82.6,5.0,69.5
2758,19,1.5,68.4,3.0,52.0
2759,18,4.1,98.0,9.0,82.7
2760,19,,73.4,5.0,72.2
2761,20,1.9,73.0,8.0,93.9
2762,21,1.1,96.9,5.0,88.6
2763,19,2.3,76.7,9.0,59.3
2764,18,7.4,98.5,3.0,70.3
2765,24,9.8,61.0,5.0,85.0
2766,19,9.8,72.3,5.0,51.6
2767,22,5.4,86.6,4.0,41.9
2768,24,8.8,95.6,4.0,91.1
2769,18,7.6,70.3,3.0,48.3
2770,20,5.5,97.2,3.0,93.4
2771,21,6.2,83.8,8.0,94.8
2772,19,2.2,92.0,8.0,67.6
2773,18,9.4,75.9,10.0,88.4
2774,24,4.2,68.5,5.0,61.8
2775,22,5.0,96.4,7.0,91.5
2776,18,7.0,97.3,3.0,89.5
2777,23,4.0,79.9,9.0,44.7
2778,22,3.3,60.3,5.0,75.0
2779,24,6.7,64.4,7.0,78.4
2780,20,1.2,82.9,4.0,40.1
2781,21,7.5,61.0,8.0,98.8
2782,24,5.6,75.9,9.0,
2783,20,6.5,72.1,3.0,71.0
2784,19,6.7,88.6,5.0,51.7
2785,18,5.7,62.2,4.0,76.7
2786,23,6.2,79.5,10.0,88.6
2787,22,7.2,83.2,6.0,75.2
2788,22,7.8,84.7,4.0,87.3
2789,18,7.5,76.2,5.0,83.9
2790,23,8.8,72.2,10.0,54.3
2791,18,2.7,87.3,8.0,66.1
2792,19,4.6,93.9,7.0,48.9
2793,20,9.5,87.7,9.0,42.5
2794,24,4.6,97.3,9.0,43.8
2795,22,2.1,88.7,6.0,96.5
2796,19,5.7,90.6,9.0,99.1
2797,20,2.0,66.7,6.0,45.7
2798,19,2.8,76.8,10.0,60.1
2799,23,10.0,79.4,8.0,46.9
2800,22,5.9,70.3,6.0,90.1
2801,24,3.6,81.1,3.0,69.8
2802,18,10.0,71.6,5.0,77.3
2803,18,9.7,87.5,10.0,72.4
2804,20,5.0,78.8,9.0,82.6
2805,24,3.3,78.4,6.0,59.1
2806,21,8.5,99.3,4.0,48.2
2807,23,7.4,75.7,7.0,41.1
2808,20,7.2,74.5,5.0,66.7
2809,21,9.0,72.7,8.0,94.5
2810,19,7.2,95.8,9.0,58.3
2811,23,3.6,79.9,4.0,51.8
2812,19,7.2,84.0,3.0,95.6
2813,24,3.8,67.2,6.0,46.3
2814,22,7.8,81.6,4.0,43.1
2815,23,6.6,71.0,5.0,92.8
2816,21,1.7,89.2,9.0,82.1
2817,22,5.6,93.3,4.0,65.3
2818,18,4.1,88.6,3.0,85.1
2819,21,4.0,89.2,7.0,84.5
2820,20,6.4,80.5,10.0,42.4
2821,18,3.9,88.5,6.0,80.6
2822,18,8.0,76.9,5.0,78.5
2823,20,1.6,86.1,9.0,97.8
2824,23,6.9,70.4,10.0,98.0
2825,18,8.3,62.8,6.0,62.7
2826,24,7.1,76.5,6.0,75.4
2827,21,5.5,78.5,8.0,48.5
2828,22,9.6,70.3,6.0,44.0
2829,18,3.7,89.1,4.0,66.0
2830,21,1.2,62.9,4.0,81.4
2831,19,4.9,68.9,10.0,74.1
2832,21,1.3,89.9,7.0,65.8
2833,22,9.6,77.5,3.0,89.1
2834,21,2.9,88.2,9.0,87.7
2835,20,8.1,82.7,10.0,83.9
2836,22,,98.0,9.0,44.6
2837,23,3.0,83.9,10.0,87.8
2838,19,6.6,60.6,5.0,95.2
2839,20,1.4,74.1,4.0,43.6
2840,23,5.4,65.7,6.0,64.1
2841,21,1.1,97.0,3.0,99.3
2842,22,9.3,64.2,10.0,76.0
2843,19,9.8,75.5,5.0,70.8
2844,20,3.0,69.0,9.0,50.6
2845,23,2.9,93.9,5.0,73.9
2846,23,7.8,72.3,5.0,66.3
2847,19,3.3,99.7,9.0,47.6
2848,24,9.1,61.5,5.0,67.9
2849,21,6.2,65.1,7.0,49.9
2850,19,4.2,69.0,5.0,83.8
2851,23,8.5,92.4,3.0,98.4
2852,18,5.4,95.1,10.0,68.2
2853,20,9.2,62.9,4.0,77.9
2854,19,9.4,61.3,3.0,65.9
2855,24,2.5,89.8,6.0,48.3
2856,23,1.0,65.3,8.0,98.2
2857,21,9.9,65.3,7.0,47.8
2858,23,9.2,60.9,7.0,46.7
2859,21,1.5,62.0,6.0,67.6
2860,19,8.5,70.5,9.0,79.5
2861,21,5.1,62.6,3.0,61.3
2862,22,3.3,74.8,3.0,51.6
2863,22,8.9,93.3,6.0,89.1
2864,22,2.8,73.1,9.0,61.8
2865,24,9.5,89.1,8.0,51.7
2866,24,2.9,63.8,5.0,61.9
2867,18,6.5,86.4,9.0,52.9
2868,24,3.0,72.7,10.0,71.2
2869,19,5.9,90.0,5.0,80.1
2870,23,7.2,65.5,10.0,88.0
2871,23,2.7,95.9,4.0,53.7
2872,18,5.7,69.7,3.0,50.0
2873,24,5.2,74.1,3.0,41.2
2874,21,1.6,98.0,6.0,53.7
2875,18,8.4,83.1,6.0,41.4
2876,21,4.0,74.6,5.0,60.7
2877,21,6.2,98.0,9.0,48.7
2878,20,5.6,73.2,3.0,74.8
2879,23,5.6,63.8,3.0,63.0
2880,22,2.0,99.9,7.0,45.6
2881,24,4.8,70.7,10.0,64.0
2882,21,5.1,94.1,4.0,52.6
2883,20,7.6,66.6,4.0,80.8
2884,23,8.6,89.3,10.0,61.9
2885,22,5.9,81.0,5.0,48.8
2886,21,1.8,99.2,8.0,61.0
2887,21,3.1,82.1,9.0,53.5
2888,18,2.5,61.0,3.0,87.7
2889,18,2.1,84.2,7.0,99.0
2890,23,4.3,65.8,9.0,41.5
2891,22,3.1,91.9,3.0,81.4
2892,21,3.0,94.3,6.0,55.8
2893,23,1.5,79.3,9.0,44.0
2894,23,1.2,91.3,5.0,40.9
2895,19,1.9,65.8,9.0,92.9
2896,24,2.5,79.7,8.0,61.2
2897,18,4.9,75.8,9.0,99.7
2898,22,5.6,84.5,9.0,66.5
2899,21,2.3,61.8,9.0,51.3
2900,23,4.8,90.1,4.0,86.6
2901,21,4.1,63.2,3.0,95.6
2902,19,2.7,86.3,8.0,88.9
2903,22,1.1,60.7,10.0,84.7
2904,23,5.2,93.3,5.0,60.1
2905,21,7.2,67.0,10.0,43.9
2906,18,3.0,80.6,4.0,52.1
2907,24,,70.5,3.0,66.8
2908,19,9.0,88.9,7.0,97.4
2909,22,3.5,72.9,5.0,83.4
2910,19,3.0,89.0,3.0,89.7
2911,18,8.7,71.4,4.0,56.6
2912,22,,90.1,4.0,81.0
2913,19,5.0,61.2,7.0,91.7
2914,20,5.4,71.3,5.0,68.8
2915,18,3.0,79.9,5.0,65.8
2916,18,1.7,61.8,8.0,83.2
2917,18,6.2,67.4,3.0,73.6
2918,20,1.9,97.4,8.0,99.6
2919,20,5.0,99.1,4.0,65.5
2920,21,9.5,89.6,10.0,
2921,23,9.6,70.1,4.0,68.3
2922,24,3.2,70.4,9.0,54.1
2923,19,,85.8,7.0,73.7
2924,21,5.3,64.7,7.0,47.5
2925,19,8.9,97.9,10.0,97.0
2926,24,3.4,69.0,10.0,91.6
2927,23,1.0,100.0,5.0,49.3
2928,20,2.5,79.8,10.0,50.3
2929,23,4.1,90.9,8.0,70.7
2930,20,3.8,60.1,4.0,86.4
2931,24,8.1,95.5,9.0,53.1
2932,23,7.1,70.8,3.0,43.7
2933,21,3.7,86.7,9.0,72.7
2934,22,5.1,92.3,6.0,81.5
2935,21,1.9,66.6,3.0,54.7
2936,19,9.1,77.7,7.0,84.4
2937,21,9.4,79.8,3.0,97.0
2938,24,9.8,72.5,10.0,48.2
2939,18,8.8,79.3,4.0,70.7
2940,19,2.6,72.7,8.0,43.4
2941,23,1.4,74.4,10.0,52.4
2942,19,6.2,86.8,10.0,45.4
2943,22,9.2,85.3,9.0,
2944,20,2.6,69.3,5.0,89.2
2945,23,1.1,95.9,8.0,74.6
2946,19,8.2,94.5,6.0,53.4
2947,23,1.7,80.4,5.0,42.4
2948,23,4.7,77.3,6.0,73.2
2949,23,7.1,75.1,6.0,48.0
2950,20,3.1,88.3,4.0,60.6
2951,24,1.8,86.9,4.0,70.6
2952,21,7.9,67.8,10.0,94.2
2953,23,6.7,86.9,7.0,44.9
2954,18,9.9,70.1,7.0,80.1
2955,24,4.1,60.7,6.0,40.8
2956,22,1.6,88.0,8.0,77.8
2957,20,7.6,85.8,7.0,73.1
2958,19,5.7,76.4,4.0,88.7
2959,20,2.9,81.0,7.0,71.9
2960,19,8.0,97.9,6.0,61.2
2961,20,2.8,83.8,9.0,54.6
2962,19,3.3,86.3,5.0,45.1
2963,23,1.8,62.6,8.0,72.1
2964,21,4.6,66.6,8.0,93.3
2965,19,4.8,,3.0,70.9
2966,19,5.6,81.6,10.0,84.3
2967,18,7.4,91.1,7.0,57.9
2968,19,9.2,72.8,10.0,66.9
2969,18,2.2,74.3,10.0,59.5
2970,22,1.5,70.2,8.0,46.6
2971,23,1.2,70.2,9.0,65.0
2972,18,2.3,98.0,9.0,85.9
2973,21,6.9,85.4,4.0,63.7
2974,24,7.5,66.2,5.0,79.0
2975,23,8.1,88.9,4.0,85.5
2976,18,3.2,88.9,7.0,59.4
2977,23,3.8,86.7,6.0,87.9
2978,23,5.3,65.4,9.0,60.3
2979,23,1.6,76.3,9.0,55.4
2980,22,6.5,64.3,3.0,53.3
2981,21,9.9,92.7,3.0,52.0
2982,20,4.2,86.2,9.0,84.2
2983,20,7.8,80.3,5.0,93.3
2984,18,5.5,73.7,8.0,53.8
2985,23,2.2,67.4,8.0,45.1
2986,18,6.2,64.3,9.0,58.8
2987,22,3.7,98.8,8.0,79.5
2988,22,1.3,68.0,3.0,62.1
2989,19,6.7,62.4,6.0,73.0
2990,22,8.7,98.5,8.0,84.7
2991,19,4.1,82.0,10.0,64.5
2992,21,4.5,91.9,4.0,100.0
2993,18,9.0,61.8,9.0,57.9
2994,24,8.3,82.7,8.0,98.7
2995,21,7.4,75.9,10.0,52.2
2996,22,3.2,90.9,6.0,46.7
2997,21,,61.5,9.0,85.0
2998,21,2.4,76.1,10.0,82.1
2999,21,6.6,92.0,5.0,88.7
3000,22,1.3,80.9,5.0,60.6
3001,24,6.8,82.0,10.0,95.8
3002,23,3.5,63.9,3.0,47.2
3003,21,5.0,65.3,6.0,41.8
3004,19,4.1,87.1,10.0,58.0
3005,22,2.6,87.0,4.0,87.8
3006,21,6.6,99.2,6.0,80.4
3007,24,8.9,88.5,4.0,66.2
3008,23,9.6,79.7,4.0,55.4
3009,22,2.7,94.3,6.0,43.6
3010,20,7.5,64.2,9.0,60.3
3011,23,7.0,78.0,7.0,67.6
3012,19,4.1,71.5,6.0,81.2
3013,21,1.2,64.2,10.0,78.8
3014,24,7.2,90.5,9.0,96.8
3015,20,9.5,80.4,4.0,46.0
3016,24,6.7,82.3,9.0,60.2
3017,20,4.9,76.5,9.0,68.9
3018,22,5.7,78.4,,80.2
3019,20,2.8,64.6,10.0,69.7
3020,19,7.8,86.9,5.0,94.8
3021,19,7.7,77.3,5.0,76.5
3022,18,2.3,92.7,10.0,42.4
3023,19,8.9,67.9,10.0,46.8
3024,23,3.4,68.2,3.0,85.2
3025,20,9.8,85.8,5.0,82.9
3026,19,4.4,93.8,7.0,49.2
3027,22,2.6,78.9,4.0,43.5
3028,24,4.2,89.1,6.0,74.7
3029,24,5.0,100.0,6.0,78.1
3030,18,1.6,99.6,7.0,48.1
3031,24,6.2,89.8,5.0,68.4
3032,20,6.4,89.6,4.0,58.3
3033,18,7.7,69.9,5.0,95.9
3034,20,1.3,93.3,9.0,53.2
3035,22,5.9,76.2,3.0,84.0
3036,18,1.5,98.5,5.0,71.1
3037,21,,63.3,3.0,40.7
3038,23,1.5,77.4,10.0,71.0
3039,23,9.2,82.2,10.0,46.0
3040,20,7.3,76.2,6.0,79.5
3041,24,5.6,68.4,4.0,73.9
3042,21,5.0,83.7,8.0,40.6
3043,18,2.2,90.2,9.0,52.3
3044,21,3.6,85.8,3.0,86.6
3045,21,8.8,69.4,5.0,56.5
3046,24,9.1,89.3,10.0,70.0
3047,18,1.0,70.3,9.0,58.7
3048,22,6.3,67.0,5.0,95.3
3049,24,7.5,87.6,9.0,
3050,21,6.6,93.7,6.0,81.8
3051,21,1.7,79.3,7.0,45.0
3052,22,3.0,81.3,9.0,42.4
3053,21,3.3,72.1,10.0,55.6
3054,21,8.5,79.8,8.0,58.5
3055,21,5.2,65.3,7.0,81.3
3056,23,5.4,98.2,10.0,74.1
3057,24,,92.0,5.0,62.5
3058,19,6.7,86.7,10.0,79.2
3059,24,9.1,81.5,7.0,49.8
3060,22,5.1,91.7,9.0,43.8
3061,21,2.3,79.8,8.0,91.3
3062,24,9.4,72.0,8.0,73.8
3063,23,5.1,66.4,4.0,78.9
3064,22,2.6,85.9,10.0,58.4
3065,20,3.7,97.2,7.0,62.3
3066,24,1.5,66.1,4.0,44.9
3067,20,5.2,67.2,5.0,91.4
3068,21,8.7,77.3,5.0,75.5
3069,23,9.4,92.3,5.0,45.0
3070,23,9.4,71.8,6.0,88.3
3071,24,2.1,70.2,7.0,66.6
3072,22,4.4,84.8,3.0,85.9
3073,22,1.3,81.4,8.0,40.8
3074,23,8.7,62.4,3.0,41.7
3075,22,4.2,63.3,5.0,50.2
3076,23,6.7,85.7,9.0,52.7
3077,24,7.4,78.6,10.0,85.8
3078,19,4.9,98.8,9.0,82.4
3079,23,3.8,87.1,7.0,77.0
3080,20,9.7,60.4,9.0,93.1
3081,22,9.7,79.2,4.0,54.8
3082,23,3.6,,10.0,94.3
3083,23,5.3,64.3,10.0,94.6
3084,24,9.8,96.9,3.0,66.1
3085,22,1.0,92.2,9.0,45.7
3086,19,4.7,69.2,5.0,83.6
3087,24,1.9,70.2,3.0,60.2
3088,19,5.6,61.3,3.0,87.7
3089,24,1.2,71.9,8.0,49.8
3090,22,4.7,83.4,3.0,72.4
3091,18,3.0,76.8,5.0,70.5
3092,22,5.8,98.8,8.0,46.0
3093,22,10.0,62.2,10.0,61.8
3094,19,8.2,83.7,5.0,45.1
3095,19,8.6,94.3,6.0,67.9
3096,22,6.7,79.2,10.0,90.6
3097,22,1.4,60.1,10.0,56.2
3098,22,2.9,69.7,9.0,85.9
3099,19,9.3,73.0,6.0,51.0
3100,22,4.3,98.6,9.0,80.4
3101,22,1.9,96.5,6.0,94.9
3102,21,7.3,98.0,3.0,59.4
3103,18,3.7,93.0,7.0,94.0
3104,20,3.4,74.1,5.0,70.3
3105,18,10.0,96.2,6.0,59.0
3106,21,8.7,99.3,10.0,93.8
3107,20,4.7,74.0,10.0,41.9
3108,24,9.8,70.4,7.0,41.7
3109,22,6.9,81.9,6.0,76.0
3110,21,7.7,67.5,10.0,87.8
3111,24,1.3,61.3,9.0,85.1
3112,22,2.1,97.8,6.0,44.8
3113,19,6.7,97.0,7.0,97.0
3114,23,9.1,66.5,6.0,82.2
3115,21,6.6,76.3,3.0,96.9
3116,19,2.2,93.2,3.0,59.7
3117,21,2.0,86.4,8.0,81.6
3118,21,8.6,75.8,3.0,91.6
3119,19,2.3,89.8,4.0,62.8
3120,20,5.7,95.9,8.0,97.9
3121,18,1.3,97.0,6.0,55.9
3122,22,1.7,75.2,4.0,58.9
3123,21,7.1,66.9,5.0,95.2
3124,22,7.2,96.5,7.0,98.2
3125,23,4.1,63.7,5.0,57.1
3126,19,2.9,88.9,4.0,48.2
3127,22,8.3,65.6,10.0,85.5
3128,19,3.0,75.6,3.0,95.8
3129,22,5.9,76.5,9.0,76.0
3130,18,9.7,66.4,6.0,78.1
3131,18,2.3,96.9,8.0,85.8
3132,18,9.5,60.1,10.0,49.2
3133,18,2.6,95.8,9.0,98.4
3134,18,6.1,95.4,10.0,61.9
3135,18,4.4,72.7,9.0,77.7
3136,19,9.7,88.2,6.0,68.1
3137,21,3.5,70.1,3.0,68.1
3138,22,4.6,90.4,6.0,82.2
3139,18,9.8,82.4,7.0,99.7
3140,19,5.8,72.0,9.0,79.5
3141,19,5.5,76.0,7.0,87.6
3142,19,3.3,87.6,10.0,41.7
3143,21,7.3,96.2,7.0,88.6
3144,22,1.1,65.2,5.0,58.0
3145,21,1.4,82.9,10.0,47.6
3146,20,6.4,70.1,3.0,46.8
3147,24,4.1,92.1,7.0,80.8
3148,19,9.6,62.8,4.0,99.9
3149,20,9.1,,7.0,80.0
3150,23,7.4,67.0,8.0,55.7
3151,18,8.4,83.9,5.0,52.2
3152,24,7.0,93.4,4.0,71.6
3153,18,2.1,90.2,9.0,43.9
3154,21,7.9,90.1,3.0,64.0
3155,24,2.9,80.7,3.0,80.0
3156,22,3.9,95.6,8.0,98.1
3157,20,8.4,83.5,9.0,65.5
3158,22,5.8,96.7,7.0,52.0
3159,21,8.7,81.9,4.0,89.0
3160,18,2.9,80.2,8.0,84.7
3161,24,6.5,68.9,4.0,91.6
3162,22,1.8,81.8,7.0,52.9
3163,22,6.8,65.6,9.0,64.3
3164,18,7.9,94.8,7.0,98.9
3165,24,6.3,87.0,6.0,49.5
3166,20,3.4,99.7,6.0,80.3
3167,18,1.3,63.7,7.0,54.2
3168,22,2.1,69.6,5.0,70.0
3169,20,6.6,95.1,8.0,88.0
3170,20,9.4,75.8,6.0,69.3
3171,18,2.9,78.7,10.0,88.3
3172,22,7.6,94.4,7.0,65.6
3173,21,8.8,80.9,10.0,100.0
3174,22,5.7,67.7,10.0,66.1
3175,19,7.0,95.7,4.0,49.0
3176,24,8.3,61.2,8.0,64.1
3177,23,3.3,95.8,9.0,84.6
3178,21,3.7,62.0,6.0,90.9
3179,20,1.0,86.6,9.0,67.6
3180,21,9.7,62.9,5.0,75.7
3181,24,9.3,88.2,8.0,90.7
3182,20,7.9,61.4,8.0,88.8
3183,24,1.7,93.7,3.0,79.5
3184,20,5.0,78.6,4.0,88.9
3185,21,1.9,63.7,5.0,74.6
3186,20,1.1,88.3,10.0,40.3
3187,20,6.5,79.6,,42.5
3188,19,9.6,67.6,9.0,98.8
3189,22,9.1,60.6,5.0,48.7
3190,22,7.3,76.7,4.0,64.3
3191,23,1.9,63.4,5.0,96.0
3192,23,3.5,63.8,3.0,51.7
3193,19,3.9,70.7,6.0,90.6
3194,23,7.9,85.2,4.0,89.1
3195,24,8.2,81.2,5.0,99.2
3196,21,4.5,62.8,7.0,56.9
3197,18,4.8,98.7,6.0,58.9
3198,24,1.4,95.5,9.0,94.2
3199,18,3.6,70.4,10.0,54.0
3200,18,5.1,64.9,8.0,72.9
3201,19,2.1,97.7,4.0,82.4
3202,24,,78.4,7.0,56.3
3203,19,8.7,72.4,8.0,96.3
3204,20,6.2,79.6,7.0,79.9
3205,18,1.7,90.9,5.0,42.8
3206,21,2.7,66.7,10.0,48.1
3207,23,,90.7,4.0,51.4
3208,21,4.3,90.0,10.0,54.7
3209,23,4.2,81.6,10.0,83.8
3210,18,5.8,,9.0,45.3
3211,18,6.3,65.3,5.0,61.0
3212,18,8.2,83.8,8.0,94.7
3213,19,4.1,78.0,9.0,73.4
3214,24,8.2,76.9,10.0,55.9
3215,23,4.0,70.1,3.0,97.4
3216,24,1.5,74.9,7.0,54.7
3217,19,6.0,64.3,3.0,94.3
3218,19,6.3,70.1,8.0,83.5
3219,22,9.4,70.9,5.0,84.4
3220,21,7.5,88.8,9.0,85.9
3221,21,9.3,61.9,9.0,70.4
3222,20,9.2,86.0,9.0,88.9
3223,19,6.4,68.9,6.0,90.2
3224,23,5.7,63.3,7.0,61.6
3225,22,6.0,72.0,6.0,64.0
3226,22,9.8,69.0,4.0,93.3
3227,24,8.0,82.1,7.0,71.5
3228,21,2.0,74.3,3.0,92.0
3229,19,8.0,98.6,6.0,77.6
3230,20,2.5,98.5,8.0,75.6
3231,19,5.0,77.7,4.0,41.9
3232,24,2.9,91.8,7.0,56.7
3233,18,7.2,60.5,9.0,70.1
3234,19,8.9,81.9,8.0,
3235,24,3.6,89.7,10.0,77.8
3236,18,1.7,68.7,4.0,83.0
3237,18,3.7,62.4,3.0,79.4
3238,20,7.1,66.2,9.0,90.9
3239,23,4.0,77.7,8.0,57.7
3240,21,3.5,80.3,7.0,78.5
3241,19,2.7,75.2,4.0,43.1
3242,18,5.5,77.6,5.0,68.8
3243,19,3.5,78.8,10.0,56.1
3244,23,7.6,90.8,7.0,62.9
3245,21,,64.2,7.0,61.3
3246,23,7.0,90.8,9.0,43.6
3247,21,3.1,87.5,7.0,68.0
3248,22,5.4,89.7,9.0,99.7
3249,21,3.6,89.4,7.0,
3250,20,7.5,78.8,5.0,84.2
3251,23,9.5,68.5,8.0,72.9
3252,18,9.3,81.5,8.0,59.5
3253,22,6.3,98.3,8.0,45.4
3254,20,5.2,83.5,3.0,53.0
3255,19,8.4,60.4,5.0,86.9
3256,23,7.1,62.4,5.0,56.7
3257,24,2.7,99.7,10.0,48.7
3258,24,8.4,,4.0,59.9
3259,18,4.9,61.8,6.0,75.0
3260,21,2.7,74.1,8.0,82.2
3261,18,3.5,98.8,6.0,63.2
3262,24,3.4,72.7,4.0,69.9
3263,19,5.7,76.4,5.0,67.3
3264,22,3.1,85.4,4.0,40.5
3265,22,2.1,61.0,7.0,63.7
3266,23,2.1,95.9,4.0,75.2
3267,22,6.2,80.8,4.0,74.2
3268,23,7.6,78.7,9.0,85.0
3269,23,3.9,94.4,7.0,80.2
3270,23,1.3,98.1,9.0,56.6
3271,24,2.1,76.9,6.0,55.3
3272,24,9.2,66.9,10.0,67.8
3273,21,5.4,92.6,7.0,84.0
3274,20,5.1,76.1,10.0,45.6
3275,23,1.3,97.4,3.0,96.9
3276,23,7.6,98.0,4.0,72.6
3277,20,5.8,64.6,10.0,58.4
3278,18,2.8,98.3,4.0,81.6
3279,23,2.0,74.7,9.0,42.7
3280,21,4.5,85.9,6.0,69.1
3281,22,8.5,61.4,9.0,69.2
3282,22,8.8,95.6,5.0,49.7
3283,19,6.4,85.7,7.0,90.2
3284,19,7.5,85.7,5.0,87.8
3285,22,2.0,96.1,3.0,49.2
3286,22,6.3,80.3,7.0,61.8
3287,24,7.0,76.4,3.0,46.0
3288,21,2.8,94.6,3.0,90.9
3289,20,8.9,89.7,3.0,59.4
3290,19,2.8,98.0,8.0,66.4
3291,24,3.8,97.6,7.0,59.4
3292,24,6.6,75.3,10.0,58.6
3293,20,6.7,77.9,7.0,84.8
3294,24,7.3,70.2,8.0,84.9
3295,21,2.0,86.4,6.0,71.1
3296,22,8.6,74.6,10.0,79.5
3297,23,5.8,91.4,8.0,70.7
3298,20,5.2,64.9,10.0,41.7
3299,22,9.8,64.7,4.0,44.0
3300,22,7.7,68.2,5.0,63.0
3301,18,2.1,63.4,5.0,85.0
3302,20,7.8,84.8,3.0,94.8
3303,24,1.9,65.9,7.0,41.8
3304,23,,66.4,7.0,62.1
3305,20,4.6,60.6,3.0,53.4
3306,24,9.9,91.3,4.0,88.9
3307,22,2.6,92.5,5.0,90.8
3308,23,7.1,66.5,8.0,52.4
3309,24,2.6,89.6,6.0,82.6
3310,21,7.5,77.3,10.0,83.9
3311,24,5.5,69.6,10.0,50.6
3312,18,7.1,84.9,10.0,66.0
3313,22,2.8,67.1,10.0,77.2
3314,24,7.7,90.3,9.0,41.6
3315,19,10.0,61.9,4.0,64.3
3316,19,7.0,98.4,10.0,49.3
3317,18,5.4,62.9,7.0,72.5
3318,21,9.3,83.2,9.0,90.6
3319,22,1.1,96.1,3.0,71.5
3320,20,7.6,60.5,5.0,42.2
3321,18,9.0,79.9,9.0,41.8
3322,21,1.6,74.0,3.0,76.3
3323,20,5.1,83.2,7.0,59.7
3324,19,2.8,69.0,10.0,74.4
3325,19,6.1,62.6,3.0,49.8
3326,20,6.8,85.0,8.0,86.6
3327,18,3.7,76.7,9.0,91.6
3328,19,5.1,84.9,9.0,93.4
3329,22,3.5,68.4,10.0,58.2
3330,23,4.3,,5.0,79.6
3331,24,2.4,82.5,3.0,56.7
3332,20,9.0,83.7,5.0,85.8
3333,20,1.1,74.9,9.0,47.2
3334,19,8.9,71.2,3.0,85.8
3335,18,6.1,70.9,3.0,66.4
3336,22,4.0,67.0,5.0,91.3
3337,18,7.5,73.0,8.0,84.3
3338,21,5.6,68.0,3.0,62.6
3339,21,5.5,85.4,8.0,94.2
3340,23,2.0,82.8,4.0,57.0
3341,19,4.5,75.3,6.0,98.0
3342,19,3.2,73.0,4.0,86.0
3343,19,1.1,69.5,6.0,99.4
3344,23,4.2,81.4,4.0,43.2
3345,21,1.8,96.8,6.0,56.4
3346,18,3.3,87.4,3.0,84.5
3347,23,1.8,89.8,5.0,95.3
3348,23,1.9,93.4,5.0,41.7
3349,18,2.8,74.1,10.0,40.0
3350,19,10.0,62.5,7.0,55.4
3351,22,1.0,84.9,10.0,91.2
3352,18,6.7,67.5,6.0,86.0
3353,21,2.3,82.8,7.0,60.4
3354,20,9.3,89.6,8.0,40.1
3355,20,1.8,91.3,8.0,73.3
3356,24,9.6,72.1,7.0,54.3
3357,24,6.5,80.5,6.0,84.7
3358,23,1.0,84.8,5.0,66.8
3359,20,9.0,92.8,6.0,80.7
3360,22,5.7,90.5,8.0,91.1
3361,19,3.4,99.5,3.0,72.1
3362,21,7.9,60.3,7.0,60.2
3363,24,9.3,77.5,7.0,86.2
3364,22,5.4,70.2,8.0,55.9
3365,21,,64.8,6.0,93.5
3366,21,8.1,96.5,7.0,44.3
3367,19,7.1,99.9,5.0,90.1
3368,23,9.0,67.2,7.0,45.5
3369,20,7.2,61.5,6.0,43.4
3370,19,3.2,71.0,8.0,61.8
3371,22,9.4,93.4,5.0,97.4
3372,23,1.9,71.8,5.0,99.0
3373,22,3.4,62.3,7.0,52.1
3374,23,5.7,62.1,6.0,48.9
3375,24,6.1,77.1,7.0,61.2
3376,22,1.1,97.3,9.0,60.2
3377,19,8.0,71.4,3.0,85.6
3378,23,4.3,,10.0,66.6
3379,23,4.7,64.1,8.0,86.8
3380,21,8.3,79.7,9.0,84.9
3381,21,4.4,87.9,10.0,74.7
3382,18,1.4,70.8,3.0,90.0
3383,22,2.6,71.9,5.0,51.7
3384,21,9.6,93.7,7.0,49.7
3385,18,1.6,60.4,3.0,85.0
3386,24,4.2,85.5,4.0,54.7
3387,24,5.5,75.8,3.0,40.2
3388,21,5.4,71.9,7.0,94.7
3389,22,1.0,86.3,10.0,77.4
3390,23,5.5,93.4,7.0,66.7
3391,20,4.5,82.3,8.0,83.5
3392,22,9.7,61.2,3.0,60.0
3393,19,2.4,78.5,7.0,97.2
3394,24,4.2,78.5,7.0,44.1
3395,21,4.8,81.8,9.0,78.5
3396,21,4.5,86.8,8.0,86.6
3397,23,7.0,60.8,9.0,68.1
3398,19,2.9,80.1,8.0,85.3
3399,23,3.0,83.5,8.0,95.6
3400,19,7.6,73.7,10.0,84.6
